
 num     #instances         #bytes  class name
1984:             1             24  org.springframework.beans.factory.config.NamedBeanHolder
1985:             1             24  org.springframework.beans.factory.support.DefaultListableBeanFactory$FactoryAwareOrderSourceProvider
1986:             1             24  org.springframework.beans.propertyeditors.ByteArrayPropertyEditor
1987:             1             24  org.springframework.beans.propertyeditors.CharArrayPropertyEditor
1988:             1             24  org.springframework.beans.propertyeditors.CharsetEditor
1989:             1             24  org.springframework.beans.propertyeditors.CurrencyEditor
1990:             1             24  org.springframework.beans.propertyeditors.LocaleEditor
1991:             1             24  org.springframework.beans.propertyeditors.PropertiesEditor
1992:             1             24  org.springframework.beans.propertyeditors.TimeZoneEditor
1993:             1             24  org.springframework.beans.propertyeditors.UUIDEditor
1994:             1             24  org.springframework.beans.propertyeditors.ZoneIdEditor
1995:             1             24  org.springframework.beans.support.ResourceEditorRegistrar
1996:             1             24  org.springframework.boot.DefaultApplicationArguments
1997:             1             24  org.springframework.boot.SpringApplicationBannerPrinter$PrintedBanner
1998:             1             24  org.springframework.boot.SpringApplicationRunListeners
1999:             1             24  org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$AutoConfigurationEntry
2000:             1             24  org.springframework.boot.autoconfigure.AutoConfigurationPackages$BasePackages
2001:             1             24  org.springframework.boot.autoconfigure.condition.ConditionMessage$Builder
2002:             1             24  org.springframework.boot.autoconfigure.condition.ConditionMessage$Style$1
2003:             1             24  org.springframework.boot.autoconfigure.condition.ConditionMessage$Style$2
2004:             1             24  org.springframework.boot.autoconfigure.condition.FilteringSpringBootCondition$ClassNameFilter$1
2005:             1             24  org.springframework.boot.autoconfigure.condition.FilteringSpringBootCondition$ClassNameFilter$2
2006:             1             24  org.springframework.boot.autoconfigure.diagnostics.analyzer.NoSuchBeanDefinitionFailureAnalyzer
2007:             1             24  org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$NotReactiveWebApplicationCondition
2008:             1             24  org.springframework.boot.autoconfigure.info.ProjectInfoProperties
2009:             1             24  org.springframework.boot.autoconfigure.info.ProjectInfoProperties$Build
2010:             1             24  org.springframework.boot.autoconfigure.info.ProjectInfoProperties$Git
2011:             1             24  org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration$StandardJackson2ObjectMapperBuilderCustomizer
2012:             1             24  org.springframework.boot.autoconfigure.task.TaskExecutionProperties
2013:             1             24  org.springframework.boot.autoconfigure.task.TaskExecutionProperties$Shutdown
2014:             1             24  org.springframework.boot.autoconfigure.task.TaskSchedulingProperties
2015:             1             24  org.springframework.boot.autoconfigure.task.TaskSchedulingProperties$Shutdown
2016:             1             24  org.springframework.boot.autoconfigure.web.ResourceProperties$Cache
2017:             1             24  org.springframework.boot.autoconfigure.web.ResourceProperties$Chain
2018:             1             24  org.springframework.boot.autoconfigure.web.ResourceProperties$Content
2019:             1             24  org.springframework.boot.autoconfigure.web.ResourceProperties$Fixed
2020:             1             24  org.springframework.boot.autoconfigure.web.ResourceProperties$Strategy
2021:             1             24  org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat$Resource
2022:             1             24  org.springframework.boot.autoconfigure.web.ServerProperties$Tomcat$Threads
2023:             1             24  org.springframework.boot.autoconfigure.web.ServerProperties$Undertow$Options
2024:             1             24  org.springframework.boot.autoconfigure.web.ServerProperties$Undertow$Threads
2025:             1             24  org.springframework.boot.autoconfigure.web.client.RestTemplateAutoConfiguration$NotReactiveWebApplicationCondition
2026:             1             24  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer
2027:             1             24  org.springframework.boot.autoconfigure.web.embedded.TomcatWebServerFactoryCustomizer$$Lambda$378/1988939205
2028:             1             24  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Contentnegotiation
2029:             1             24  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Format
2030:             1             24  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$Servlet
2031:             1             24  org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$View
2032:             1             24  org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController
2033:             1             24  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$DefaultErrorViewResolverConfiguration
2034:             1             24  org.springframework.boot.autoconfigure.web.servlet.error.ErrorMvcAutoConfiguration$ErrorPageCustomizer
2035:             1             24  org.springframework.boot.builder.ParentContextCloserApplicationListener
2036:             1             24  org.springframework.boot.cloud.CloudPlatform$1
2037:             1             24  org.springframework.boot.cloud.CloudPlatform$2
2038:             1             24  org.springframework.boot.cloud.CloudPlatform$3
2039:             1             24  org.springframework.boot.cloud.CloudPlatform$4
2040:             1             24  org.springframework.boot.cloud.CloudPlatform$5
2041:             1             24  org.springframework.boot.context.ContextIdApplicationContextInitializer$ContextId
2042:             1             24  org.springframework.boot.context.config.DelegatingApplicationListener
2043:             1             24  org.springframework.boot.context.event.EventPublishingRunListener
2044:             1             24  org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor
2045:             1             24  org.springframework.boot.context.properties.bind.PropertySourcesPlaceholdersResolver
2046:             1             24  org.springframework.boot.context.properties.source.ConfigurationProperty
2047:             1             24  org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource
2048:             1             24  org.springframework.boot.context.properties.source.DefaultPropertyMapper
2049:             1             24  org.springframework.boot.diagnostics.FailureAnalyzers
2050:             1             24  org.springframework.boot.env.RandomValuePropertySource
2051:             1             24  org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor$OriginAwareSystemEnvironmentPropertySource
2052:             1             24  org.springframework.boot.logging.AbstractLoggingSystem$LogLevels
2053:             1             24  org.springframework.boot.origin.OriginTrackedValue
